caseId,term,dateDecision,issue,issueArea,category,mappingStatus,sourceRelease,sourceRowSha256
1974-144,1974,6/26/1975,120010,12,OTHER,residual-area,SCDB_2025_01,4d0f6cf4fea5c68c80e4a16a42245b8016c56e17e3fb56b5089ff415d0828c9c
1974-145,1974,6/26/1975,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4f0b1fa4eb1b28c95a82adbffdaf7b31719c786df0d9a8ecb108c2e5699dfda9
1974-146,1974,6/26/1975,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2d9a8b4982abc2969580e792e71dfdb8de73b61080ae1ab15000eb7961a67d81
1974-147,1974,6/26/1975,20180,2,EQUALITY,issue-area,SCDB_2025_01,b4479f86b4c780d6928e0588b9bd2daef92992e4b6f9b2c6d0e3090d2b97b405
1974-148,1974,6/30/1975,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0d69d15b45064b35f792e9c24cdd746bf6566a7190348d08c4e627b5421fece8
1974-149,1974,6/30/1975,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,9d9bcdfe47604a852e6eb5bce83f2287cafa42ace4f8e446c508af2031e58ad5
1974-150,1974,6/30/1975,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,250604ca92ecc0c04bc1b8c7ed166c0e7ecaa7094b972313cdcff652131bbf3a
1974-151,1974,6/30/1975,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,132ec87423d2fab05412709ac3acbac36366ea4252fb7de0981a2af6f7940344
1974-152,1974,6/30/1975,10040,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,49bd2b7a2e5dee23ae0406bb20213ea7255205c6f10b310abe4014f1b5ac1319
1974-153,1974,6/30/1975,90090,9,OTHER,residual-area,SCDB_2025_01,d724ed202cdbcd9b4fdd6c9f3a9e43917a314b4783c5edabb1deb2f2b2ceec65
1974-154,1974,6/30/1975,20090,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,73cd4d72995ae5f93af5c1bcaa9a927e97ee0b31664698be88fed45664076980
1974-155,1974,6/30/1975,90390,9,OTHER,residual-area,SCDB_2025_01,399b302c284a7ef5e7ea4428a9459ecb3f70cfc0eea1bfe07b47aa811f4995f7
1975-001,1975,10/6/1975,100010,10,FEDERALISM,issue-area,SCDB_2025_01,fee9a37f50fd85fa352b66c5a590b6f46f4684732b7ce814389598b4130792b0
1975-002,1975,11/3/1975,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4b6f9281ff89e51eb1db05f5df0bfb413675c31df52abc65e3fd20a9d7dcaedd
1975-003,1975,11/11/1975,90090,9,OTHER,residual-area,SCDB_2025_01,1bdbedb4c54635edd9534243a65248e8db2c58549d7898230cc7668eb0b76656
1975-004,1975,11/11/1975,50020,5,EQUALITY,issue-area,SCDB_2025_01,c3696cfd70ef099dad609cc90b02c96333ea319d7e809b7c5096ad5d6154d1af
1975-005,1975,11/11/1975,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,a1861b8f67243676aa3593ed2834a1e48122224a514c95de0b18aa9412f0b9ec
1975-006,1975,11/11/1975,10580,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,bad672f053a37dbc70cc4cfb99e79f161902d254b1a07cf504da1822d63484e4
1975-007,1975,11/12/1975,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b3a9b3e55f5dc2b5409ae1edc4ac032441fcba7980c89fcb9bc5530049c94024
1975-008,1975,11/17/1975,20140,2,EQUALITY,issue-area,SCDB_2025_01,168e1cbd2d279965731dc4fb701e9c333e37ee35f80a777e4745efc1352c03d8
1975-009,1975,11/17/1975,40010,4,OTHER,residual-area,SCDB_2025_01,065b5853d8898d47d8103963a31fb37f521c0c1c74166c1e2ecfff965a8ffb89
1975-010,1975,11/17/1975,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,910e919a95b52a07a654aa89425058e7fdd32e75f14246b1d94422a5ecea42f4
1975-011,1975,12/1/1975,10590,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,eb02db2ded7bcb6225a38722c2fcc9413ecdd14b115158044aa53e5c8af1abab
1975-012,1975,12/1/1975,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,e0ca15b8292ba827dc8e6ca02cbcc3858fbbf2b8777a61081cb2fa6921b994ab
1975-013,1975,12/1/1975,90330,9,OTHER,residual-area,SCDB_2025_01,8ad6f447e299201c425656bc4835ec1c3f8ac83e55e9903bb5c0f9d5d356f58f
1975-014,1975,12/2/1975,120030,12,OTHER,residual-area,SCDB_2025_01,a60709c6b0ac2a7a2b289b0557e482d25b2e2eb32383bf283f8813972ee52e6e
1975-015,1975,12/2/1975,40010,4,OTHER,residual-area,SCDB_2025_01,b2c626fdf337566472d2eb5b0132a4952ea75549947dba5973d191f843a7523a
1975-016,1975,12/9/1975,10100,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,b82becd59bf6eb1a96087247f266c96f958bf194472b6b1c65cd3a882aaf5c69
1975-017,1975,12/9/1975,10510,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,b65877082dd4a24992c4697607e2e54d85fe2fcca10fb794b88c46366284ba83
1975-018,1975,12/10/1975,90130,9,OTHER,residual-area,SCDB_2025_01,bcc0adcef48b84b7ea481e48767f2d98ab37300e8bbf297b23547b54bf606455
1975-019,1975,12/16/1975,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7d526b76d8282395bb67d52e842715b6bdc2b90ad4711d881de1d32e8553fefd
1975-020,1975,1/13/1976,40020,4,OTHER,residual-area,SCDB_2025_01,7b7a0378d7917b24abc1619e45d8e4ae9bf6d9f29d24ed290a240f20f0d2bece
1975-021,1975,1/13/1976,10440,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,fd846f2934f231886ec0b50d98611c9256961625479fdbb76fd2d07501699cd9
1975-022,1975,1/13/1976,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,64332df0dcf7b4e24bcae1d83260449858e4eaa4ce25386eeed8d8443c93330d
1975-023,1975,1/14/1976,90320,9,OTHER,residual-area,SCDB_2025_01,ff900e73f39753da5f342cbeae62e86a869da49ce0787c595ffb7a97a797cf10
1975-024,1975,1/14/1976,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e46d42e45d4f0654a6db8130cb95f04028b00e23a4ac68b36c48149b46244130
1975-025,1975,1/14/1976,80140,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,5542a26d4cf592475a6e3a6d862ef4f6b1988a049ac395d55fde88fb62029b5d
1975-026,1975,1/19/1976,90200,9,OTHER,residual-area,SCDB_2025_01,710f90d46a17355f3a6aa9f118acae3fbbfb41b80dc7f942b0b91f6f497145a1
1975-027,1975,1/19/1976,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,5642b8d1eb69cb7182ccb7afb219a936b51df2c57cbedaa86ec2fd35d13e8fd0
1975-028,1975,1/20/1976,90320,9,OTHER,residual-area,SCDB_2025_01,026874e4ce603310619ebb6396cc4cfc612806ad8c11f9bfeba550092ebe140a
1975-029,1975,1/21/1976,90010,9,OTHER,residual-area,SCDB_2025_01,3ac3caecf68277d395e10c325adc548e36ef318e064d4baff0a33490627efee4
1975-030,1975,1/26/1976,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,425f0767d645180e2aeb6c5fe664d4f362b963d2129c7eaace00bd91186beff0
1975-031,1975,1/26/1976,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,d0ce5835cf6109bdcd092050f4f12fc7a076cfc6bf628451482ea2fb7a08f864
1975-032,1975,1/26/1976,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,ce213897328889955a3cbfdc902d6a3f56170f001d7cb2673924cbf0b6e9b1f4
1975-033,1975,1/30/1976,30140,3,ELECTION_LAW,explicit-issue,SCDB_2025_01,5f751b35526a2699d8745ab3752dae1551347077598670c919ab24bc40df22ea
1975-034,1975,2/24/1976,40070,4,OTHER,residual-area,SCDB_2025_01,c89bc0833e0caff658ee68be5839b8b079fa9ca8e21808868eb4b3ac1a323663
1975-035,1975,2/24/1976,20180,2,EQUALITY,issue-area,SCDB_2025_01,d4ac7cdb6294b364f79a667c591bde557785adbf092531908acb02d85bf0fcf4
1975-036,1975,2/25/1976,20120,2,EQUALITY,issue-area,SCDB_2025_01,5e33f8a248a978ff72b6a922ef5e5a4a7a42e30fe47b314fdf9c2d273dbf79ee
1975-037,1975,2/25/1976,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,bd272f907b7a24438805fb295c02ee523af5ebba50ada761bbc4127f3f079918
1975-038,1975,3/1/1976,20160,2,EQUALITY,issue-area,SCDB_2025_01,3dc6fb6954360917db4272ed10f6d9381b0ce3ee7b1b776e518fa42a2fad6c8f
1975-039,1975,3/2/1976,90360,9,OTHER,residual-area,SCDB_2025_01,c691ab64045b1f1d16bf76b2a360709acc5a8d44c7960fc083d6086168ad9822
1975-040,1975,3/2/1976,20400,2,EQUALITY,issue-area,SCDB_2025_01,6bca03a2708c447f83d8169a0f1ee31d65c6555297752952075dddf19858f996
1975-041,1975,3/2/1976,30030,3,SPEECH,issue-area,SCDB_2025_01,9c05215ce5599d17524591fb8af4c71d91af966e049be604693daba7037c9a38
1975-043,1975,3/3/1976,80300,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0300cf3edfe8b0a456ec14a0fe7e28521403eb2462c5ccf9745d8d86adfd7ba8
1975-044,1975,3/3/1976,30010,3,SPEECH,issue-area,SCDB_2025_01,529948f91b076ac01b17dd229c5ede04cf3b4222a455ed3a9b11f7db264af7f4
1975-045,1975,3/3/1976,10390,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,001c501e05f7a4bf99423faed6ebcb4e24d9323892b629a3068423365b3ebc15
1975-046,1975,3/3/1976,70010,7,OTHER,residual-area,SCDB_2025_01,5aa39692d4ee127df83aab3fb105d5596849694db14a1002848a20b64c0158eb
1975-047,1975,3/3/1976,20180,2,EQUALITY,issue-area,SCDB_2025_01,859e9446c1954055b4adaf57da9ff00a0413340b8f3de628acbe6464b311a9a0
1975-048,1975,3/3/1976,10230,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2d1901ebf164b76c99124c35b111b7c80c771dc30463cc179c654670f76ca84c
1975-049,1975,3/8/1976,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,ff3bc9f13766ebf4983708b1879586de8167d6f5363bb404b8d90107bd8d14f3
1975-050,1975,3/8/1976,40020,4,OTHER,residual-area,SCDB_2025_01,25a78cbca81a8aa9eb2d5f1d41d4ff9b20bc73caafaa09434f6b7bfcb5ba0a20
1975-051,1975,3/8/1976,20090,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,6c6cf909f8731da46449e093c9d21a566aae2eb472bac32a1ccd7a783b0c59bc
1975-052,1975,3/8/1976,90420,9,OTHER,residual-area,SCDB_2025_01,18c03854f22e027d9e7c018a20dccc3087f875df0ab0c055aa30603beefb68e5
1975-053,1975,3/22/1976,20220,2,EQUALITY,issue-area,SCDB_2025_01,6b80d47f91e0e64889169d4b9cfa1c5304440b3518919493b3ef601bfc99afac
1975-054,1975,3/23/1976,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,970c8bb21f0e3e035dabe4e3d0207ca6ffae19c859d753e6c2d8dfc45c977209
1975-055,1975,3/23/1976,30190,3,SPEECH,issue-area,SCDB_2025_01,b61f904a91b3b49ac40f14283f33aa1f7cb49b6b858e08bc4772d9ac99c058dd
1975-056,1975,3/23/1976,20400,2,EQUALITY,issue-area,SCDB_2025_01,f01af664dff433d00287b95bf58cfdf39248f7926b9f9c32802872c08a1cb183
1975-057,1975,3/23/1976,90330,9,OTHER,residual-area,SCDB_2025_01,a4a60a5f0014fd4228e42cad8cde2923709690cb87452c32d81c152e1a7bd78e
1975-058,1975,3/24/1976,20060,2,EQUALITY,issue-area,SCDB_2025_01,d7702dcf5e85c88814b23a1a8fe8295d152b76d43a5c24c4265af64c7ed7d5a4
1975-059,1975,3/24/1976,90090,9,OTHER,residual-area,SCDB_2025_01,b8df162da96742dc062431f41a092aaadcd90ab563b42b8a304a047fc9550dec
1975-060,1975,3/24/1976,30010,3,SPEECH,issue-area,SCDB_2025_01,862f90d994dbd73412dcbfe0ab77cdd735a0720b3d5ecefbbb1bcb18fc373da4
1975-061,1975,3/24/1976,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b1e06200db802a746f56b2e1c9886195d523bc007ca117411149ec4cd25f9edb
1975-062,1975,3/24/1976,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,b51c08a87b1c4dedb14adf27ae62b3fdc530e51ec86620ece9ae60baafd0b04a
1975-063,1975,3/24/1976,90090,9,OTHER,residual-area,SCDB_2025_01,af61d456e8428f4f3cc0b95d376974a63063d1097d0ab2e837645cac63dfd3eb
1975-064,1975,3/30/1976,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5172c513e4ed5d291354f8e887bc1f1774e20eaf548b6f558c28eb1fd6b8ade2
1975-065,1975,3/30/1976,10160,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,a3e865349b5393122f8fb3d563216d5b46f6b134e76ce6cb2ce30f4271e175f7
1975-066,1975,3/30/1976,20020,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,a1d2c37ee9f7da4d0e12aed2d83d566edecbdc27dd4f9d156d164d8bd9bdf6fb
1975-067,1975,3/30/1976,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,17034c62821afedf85148214c332a1847ea683659a669dfa07cccbd8e7f62f3c
1975-068,1975,3/30/1976,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,3c013f5872b3ba56e5dd71a679e46df87c1785364074663b943b253a2709e83c
1975-069,1975,3/31/1976,80210,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f33aa2be69ab0e8978fc337619e03f873e0364df3a12fd7d5347f7359126cf73
1975-070,1975,3/31/1976,20190,2,EQUALITY,issue-area,SCDB_2025_01,5cc551f5feb9a7ec4da315983e1a8ba27ab024510e424dd3706a321ebea05926
1975-071,1975,4/5/1976,30010,3,SPEECH,issue-area,SCDB_2025_01,ade781c4faf269f50659c29db72322c407fb863ddd645d6cebb9058b35240030
1975-072,1975,4/5/1976,90190,9,OTHER,residual-area,SCDB_2025_01,7e9fd014d20770c270028324da1ef7df0b1620a2355ff6a494007c52d861d9b0
1975-073,1975,4/19/1976,90340,9,OTHER,residual-area,SCDB_2025_01,332c423df1eac903959629f3290b9540aebe8d2da6679a4bd3320e46399a4934
1975-074,1975,4/19/1976,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4fe16235712ddb6b25eaa7c255520cea7d2088debc7c3b50ed736e0aa321535a
1975-075,1975,4/2/1976,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,55e8846796fcb8a1989d8a7594994d170a9c52502fe29962e552f4fca969b136
1975-076,1975,4/20/1976,20040,2,EQUALITY,issue-area,SCDB_2025_01,0992a4ff78c3a32ebd7c87ba08404d86085c4e3ef5ac08a6acffc382f4d22349
1975-077,1975,4/20/1976,40040,4,OTHER,residual-area,SCDB_2025_01,42a8c3d52ab28eb64f6d9a0f921d424af14d83f465d52de2ebf51b4196d39125
1975-078,1975,4/21/1976,10100,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,65a896b4ac5c4b609bdb54842fe7cf50373e526904fb31fcfa6bb7e6e6ca240b
1975-079,1975,4/21/1976,50040,5,EQUALITY,issue-area,SCDB_2025_01,7c7346ff59d5558a449c78696b9cce6bfe600b21c927180ff866dc6764213f0c
1975-080,1975,4/21/1976,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d540675bfa83b0f1322cdd26d5c5c6bd0254a934246624855e07c727062fd37e
1975-081,1975,4/21/1976,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,a999dcda8cadb8f198632e04e6223017971234bed81bc7dd2917eaeb7b11adda
1975-082,1975,4/26/1976,90230,9,OTHER,residual-area,SCDB_2025_01,e2099971e471a7f032c2a36a801e4c05cea8e231ad0d43dcf80910da83f5f021
1975-083,1975,4/26/1976,90140,9,OTHER,residual-area,SCDB_2025_01,711a7d2c22518c8b745442d98447c2b260f253fa1707066c383ac0619041ceab
1975-084,1975,4/27/1976,20160,2,EQUALITY,issue-area,SCDB_2025_01,ef635277a65d2fb781188395daeff20ff9f67cc1af9c74bb0e713fb1f5e8673d
1975-085,1975,4/27/1976,10300,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,dde20d655cd2a0197644e214f650704a6cf55a4f9eff16e1f72dd1935bca7322
1975-086,1975,5/3/1976,10240,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7b708cdf51b01ca6698c19c4dffc973ef70e969e98b2b671e81f4e0444d22d98
1975-087,1975,5/3/1976,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6649fb649bc5a9e2ebfe65c52f89df3abcf612bc1c7ad47aafbfca82dd686677
1975-088,1975,5/3/1976,90150,9,OTHER,residual-area,SCDB_2025_01,c41bfce7e4d2efc2d181fb8978aa7caf951514b6adf4753c903b00ff12fcda64
1975-089,1975,5/3/1976,90150,9,OTHER,residual-area,SCDB_2025_01,7a9703c851bb46143b9355f26531459545deeadaf034dedfad27830831a56948
1975-090,1975,5/19/1976,10100,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,df5fa22f65698f6742c29ccf6c352ecb1453a35d0a49fa6ff6311603556bb0f6
1975-091,1975,5/19/1976,30010,3,SPEECH,issue-area,SCDB_2025_01,97218ad85563284d2251e6e4e225b2760455052dab08168f071237c2b728bd38
1975-092,1975,5/19/1976,90140,9,OTHER,residual-area,SCDB_2025_01,2e325cccbee541f9bbadb79514e715efc17e7129f17f9fbf0d576ee16b802698
1975-093,1975,5/19/1976,20150,2,EQUALITY,issue-area,SCDB_2025_01,bdbc8930f6e84efefea58088f9f8f7055f414f2a6fb73b02d18c9c72400ce805
1975-094,1975,5/19/1976,20060,2,EQUALITY,issue-area,SCDB_2025_01,ba74f5313013c4f40cf727583d939ca9ada47c98bd2b9a08017e5e57553cd137
1975-095,1975,5/19/1976,90420,9,OTHER,residual-area,SCDB_2025_01,09396b89869a0f0e34f534eab3e84dd754faf5bd40ee29348cb54216088f3955
1975-096,1975,5/24/1976,90490,9,OTHER,residual-area,SCDB_2025_01,6d01aca7e4f80c43baf25b39a45a9907aa50fc2ef83ed651dd840546e293e416
1975-097,1975,5/24/1976,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,ae65dd8f1ae9a7764c668ec0a67bc64d98b405f3db9b712ae2bbb061b5a76055
1975-098,1975,5/24/1976,30020,3,SPEECH,issue-area,SCDB_2025_01,d0eb998ffe886e9ad0020939ececc8423981f70a3d04800910aaead20a47619f
1975-099,1975,5/24/1976,90370,9,OTHER,residual-area,SCDB_2025_01,fbd56950b3f0870280f4d87878673b04ee63829b28ef1493bf8ec00eb5abd742
1975-100,1975,5/24/1976,90330,9,OTHER,residual-area,SCDB_2025_01,b780dac791faea7e7fea0271fb4fdfe44c577bbd4d0f554096eb9c31c8009a77
1975-101,1975,5/24/1976,100010,10,FEDERALISM,issue-area,SCDB_2025_01,e02a65f7f42f4a11fde72943a4a4fd3297111d08f7a530814b0fc690918e8ace
1975-102,1975,6/1/1976,80060,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,20258a88f027623a65e570289929be93f998e15031e31cc66fa8b1d41af0d860
1975-103,1975,6/1/1976,20060,2,EQUALITY,issue-area,SCDB_2025_01,521601ca6c0c985cd7ada9aacc5c043692b6029073119410389cb4258d1b03ee
1975-104,1975,6/1/1976,20060,2,EQUALITY,issue-area,SCDB_2025_01,364bbcb2d0f5f9556b1f5907202e7749f4758156e6f133f8486541836d258908
1975-105,1975,6/1/1976,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e01a555f49d358dfd52b22cae39102284b84dfbcd61a69ebea43aea1d661731d
1975-106,1975,6/1/1976,90220,9,OTHER,residual-area,SCDB_2025_01,8212d2de73812e3f2c2a07569f248df7e6e518c807634e3113f87c0d822b385b
1975-107,1975,6/1/1976,20300,2,EQUALITY,issue-area,SCDB_2025_01,781546b5960cd7a32921053d037dbba29b031af7c5814e6ec2bfe918bb4fd5a5
1975-108,1975,6/1/1976,20120,2,EQUALITY,issue-area,SCDB_2025_01,712b4b78d7e67b1753e3e0c4d8d7212b5f671f73f7ea2457d51ffdf2c3517b54
1975-109,1975,6/7/1976,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,ec81d629b09f509232da295cc3d3a12194a4457c6c29514f78a061bead87ea57
1975-110,1975,6/7/1976,90140,9,OTHER,residual-area,SCDB_2025_01,512013801d868da8e0c6604726646a1c4ba135a43759f34d2c4f3872245db73a
1975-111,1975,6/7/1976,100090,10,FEDERALISM,issue-area,SCDB_2025_01,f5e3ddc7afb529696031b0f6033eae4ee93cd043049075f54e9d78953878ed92
1975-112,1975,6/7/1976,100090,10,FEDERALISM,issue-area,SCDB_2025_01,de38188d57df0997cc08c31cec60c341d0f553639692d21faa693c4cb1a62add
1975-113,1975,6/7/1976,20060,2,EQUALITY,issue-area,SCDB_2025_01,42746fc9bc9d50250853cf3063624db3600ebd2cda761a47a7a1c42c783bc00e
1975-114,1975,6/7/1976,80270,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,54bcf15b750750b20e6fa92bb71acf98d87cc28afec80caf57b9c0ab333d3d2a
1975-115,1975,6/7/1976,70200,7,OTHER,residual-area,SCDB_2025_01,66b05a50fb9576f9dffcbeff28a20bea168a527aa6ddda4b1ba049fd381ebade
1975-116,1975,6/7/1976,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,961bd5d4df55d77107c27635f8c7f19e9442ce902c421e27e9ddbed82e0c3996
1975-117,1975,6/7/1976,90200,9,OTHER,residual-area,SCDB_2025_01,80ef21a4a24a15a958ac043ac9a719d5bb47c1e017708fcef7dd02c0bc7cd85b
1975-118,1975,6/10/1976,40010,4,OTHER,residual-area,SCDB_2025_01,2ebd0f79db1ba680d84876c50464f77499db3f1967119edfd432aa1081cf0782
1975-119,1975,6/10/1976,20370,2,EQUALITY,issue-area,SCDB_2025_01,69360946adde90642d66ac7aa0d72451949d2212acc0713e70490b6bdffa550b
1975-120,1975,6/10/1976,40030,4,OTHER,residual-area,SCDB_2025_01,c179f79d6b0209cc27d34c019bde23445a980430585eba19da3b8fc5e2c69b91
1975-121,1975,6/14/1976,110010,11,FEDERALISM,issue-area,SCDB_2025_01,f4b43c3ac178af4d8f749c82d24c425685fc8612bafc1f0f1cb2348779180277
1975-122,1975,6/14/1976,20160,2,EQUALITY,issue-area,SCDB_2025_01,e90499bfde65c52023150c6c9e1fe26e34c5f664a485c14efe18f8437317b649
1975-123,1975,6/14/1976,10160,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,16b815fba9955a3a309f45e579909d841d420ae126a0672817cdc4eee2571525
1975-124,1975,6/14/1976,70200,7,OTHER,residual-area,SCDB_2025_01,8711317dc1fcbe68ef5e5da42c10decdb00f24a022e73791dc0d2a631e32856c
1975-125,1975,6/14/1976,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,eeda4d6712c1915e4b2c835ae1479885986d859cad6e78603f4e2bef35a31913
1975-126,1975,6/14/1976,110010,11,FEDERALISM,issue-area,SCDB_2025_01,5954a11c5ad99b1ec5ef78be5369596bb4dd3b313ecbe2c9cc2181b71800a3dc
1975-127,1975,6/14/1976,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,82013fd1b704d6ead18d0ec833f284a8ce06f7e20f7190360a79ded85258aa11
1975-128,1975,6/14/1976,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,261ec81b2e6f5ea0e931e63203378383c87f8ce98a8b0ecaa91c8ee98fd705bf
1975-129,1975,6/14/1976,90150,9,OTHER,residual-area,SCDB_2025_01,b93352fdcb6c99d0165f8aacda66bddaaa19444ad4b6c38107a764644baf1b44
1975-130,1975,6/17/1976,40050,4,OTHER,residual-area,SCDB_2025_01,86a46a31c6a6d5f9393396084e74bd962c7ac1c9ffa8fa56a80b2e29b7c0e7f0
1975-131,1975,6/17/1976,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,f7f2d9cafa180b95652137295f5e09cedcea327669c3d732ddaf3246a381e4bc
1975-132,1975,6/17/1976,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,559e0cc4676bd8ac8d1014d8bdc8f4ac655e48450b69bd17354cf9962c188d51
1975-133,1975,6/17/1976,80270,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6108d1381aa4fb087147b1b874e1f36410af218ee0f2500120dc0021342aba25
1975-134,1975,6/17/1976,20120,2,EQUALITY,issue-area,SCDB_2025_01,1c435dd154888c61f0d7a1d71e4ba891d73b1e7737ebba03505e8385adebb871
1975-135,1975,6/17/1976,10100,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2029bc417cb917e7394dea2be3b5555b67e29d702552db3303b9b9fb24d873ef
1975-136,1975,6/17/1976,10030,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,55e6afa82e895b4983bbedbfd7864060f725d01413dd63b0263fba65428957ed
1975-137,1975,6/17/1976,90370,9,OTHER,residual-area,SCDB_2025_01,cb15e737027cc60937bbda43cf3862ad64ac05d63e4ca8d185c6d71a05e05228
1975-138,1975,6/21/1976,80150,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7c33e4db28bbf6772dc28114553e402d0bb4e0bc03a012706cdeefb688f09c34
1975-139,1975,6/21/1976,30160,3,SPEECH,issue-area,SCDB_2025_01,995b2f1ec7fea2c8a3a239c8844914abe65ceefd5db36b497f621e2bb73fa2ce
1975-140,1975,6/21/1976,30180,3,SPEECH,issue-area,SCDB_2025_01,027cf6e424231abb19d1ce2799c98576d961881724cd61a065d5efa09f9bf20b
1975-141,1975,6/24/1976,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,511a83c593871aeacca19f748d3c8a94c40a8892a9c4459f224c671bc9851e6c
1975-142,1975,6/24/1976,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,09c0f9bd4f806b8ee10a51818bbe46d96d4bfed9c56d10bb56d2531497ac6d6f
1975-143,1975,6/24/1976,70040,7,OTHER,residual-area,SCDB_2025_01,375b9b83f0d87faf4da20309da155058be8bb1de066b2041259c0b85123974d3
1975-144,1975,6/24/1976,90410,9,OTHER,residual-area,SCDB_2025_01,54eb2ce249fdc0d80b7a71927aa2a7706c68000bb0318dbd8a4a31c94072bdd2
1975-145,1975,6/24/1976,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,15362a2c68452446f3967124cd6a41e4be6f0a8fc6ee5f4c4e4e48d975cbf1db
1975-146,1975,6/24/1976,30190,3,SPEECH,issue-area,SCDB_2025_01,9631fa60f084eb7383b4c65666a49099f362c6ef58c24e376bc28756af96cfd3
1975-147,1975,6/24/1976,40010,4,OTHER,residual-area,SCDB_2025_01,75b35dc56b3e919c48ca10c792aee7061338598b74bfa5d06257412aa26723e7
